date,delay,distance,origin,destination
03020546,0,259,Berlin Südkreuz,Hamburg-Altona
03020527,0,478,Berlin Ostbahnhof,Düsseldorf Hbf
03020527,0,479,Berlin Ostbahnhof,Köln Hbf
03020508,0,255,Berlin Südkreuz,Hamburg Hbf
03020550,0,715,Wien Praterstern,Stralsund Hbf
03021432,0,371,Szczecin Glowny,Praha hl.n.
03021138,0,619,Stralsund Hbf,Brno hl.n.
03020629,0,371,Praha hl.n.,Szczecin Glowny
03020936,0,563,Stralsund Hbf,Frankfurt(M) Flughafen
03021914,0,434,Bremen Hbf,Nürnberg Hbf
03021847,0,464,Hamburg-Altona,Nürnberg Hbf
03021510,5,566,Budapest-Keleti pu,München Hbf
03021702,0,305,Verona Porta Nuova,München Hbf
03021334,0,306,Venezia Santa Lucia,München Hbf
03021146,0,404,Bologna Centrale,München Hbf
03021102,0,305,Verona Porta Nuova,München Hbf
03020902,0,305,Verona Porta Nuova,München Hbf
03021036,5,98,Innsbruck Hbf,München Hbf
03022251,0,306,Venezia Santa Lucia,München Hbf
03021905,0,698,Roma Termini,München Hbf
03021652,0,612,Hamburg-Altona,München Hbf
03021841,5,492,Essen Hbf,München Hbf
03021215,30,678,Kiel Hbf,Passau Hbf
03021753,0,492,Essen Hbf,München Hbf
03021630,0,507,Berlin Gesundbrunnen,München Hbf
03021640,0,597,Wien Westbahnhof,Frankfurt(Main)Hbf
03021721,0,484,Düsseldorf Hbf,München Hbf
03021122,0,605,Hamburg-Altona,Passau Hbf
03021449,0,694,Kiel Hbf,München Hbf
03021553,0,492,Essen Hbf,München Hbf
03021440,0,735,Wien Westbahnhof,Dortmund Hbf
03021453,0,492,Essen Hbf,München Hbf
03021621,0,597,Frankfurt(Main)Hbf,Wien Westbahnhof
03021339,0,612,Hamburg-Altona,München Hbf
03021324,0,477,Dortmund Hbf,München Hbf
03020600,0,364,Nürnberg Hbf,Essen Hbf
03020558,0,149,Nürnberg Hbf,München Hbf
03020534,0,464,Nürnberg Hbf,Hamburg-Altona
03020504,0,381,Nürnberg Hbf,Berlin Gesundbrunnen
03020454,0,189,Nürnberg Hbf,Frankfurt(Main)Hbf
03020622,5,605,Regensburg Hbf,Kiel Hbf
03022255,5,149,München Hbf,Nürnberg Hbf
03022103,0,306,München Hbf,Venezia Santa Lucia
03022103,0,698,München Hbf,Roma Termini
03022050,0,304,München Hbf,Frankfurt(Main)Hbf
03021950,0,477,München Hbf,Dortmund Hbf
03021916,0,361,München Hbf,Leipzig Hbf
03021850,0,477,München Hbf,Dortmund Hbf
03021036,0,707,Hamburg-Altona,Innsbruck Hbf
03021815,0,583,München Hbf,Bremen Hbf
03021749,0,477,München Hbf,Dortmund Hbf
03021731,0,98,München Hbf,Innsbruck Hbf
03021723,0,354,München Hbf,Wien Westbahnhof
03021716,0,507,München Hbf,Berlin Gesundbrunnen
03021650,0,477,München Hbf,Dortmund Hbf
03021614,0,477,München Hbf,Dortmund Hbf
03021550,0,477,München Hbf,Dortmund Hbf
03021531,0,305,München Hbf,Verona Porta Nuova
03021527,0,354,München Hbf,Wien Westbahnhof
03021516,0,694,München Hbf,Kiel Hbf
03021450,0,477,München Hbf,Dortmund Hbf
03021416,0,612,München Hbf,Hamburg-Altona
03021350,5,477,München Hbf,Dortmund Hbf
03021331,0,305,München Hbf,Verona Porta Nuova
03021327,0,566,München Hbf,Budapest-Keleti pu
03021316,0,507,München Hbf,Berlin Gesundbrunnen
03021250,10,455,München Hbf,Köln Hbf
03021250,0,492,München Hbf,Essen Hbf
03021216,0,612,München Hbf,Hamburg-Altona
03021150,0,492,München Hbf,Essen Hbf
03021131,0,306,München Hbf,Venezia Santa Lucia
03021127,0,566,München Hbf,Budapest-Keleti pu
03021116,0,504,München Hbf,Berlin Hbf (tief)
03021050,0,484,München Hbf,Düsseldorf Hbf
03021050,5,455,München Hbf,Köln Hbf
03021016,0,612,München Hbf,Hamburg-Altona
03020950,0,492,München Hbf,Essen Hbf
03020931,0,404,München Hbf,Bologna Centrale
03020927,0,566,München Hbf,Budapest-Keleti pu
03020728,5,707,Innsbruck Hbf,Hamburg-Altona
03020850,0,455,München Hbf,Köln Hbf
03020816,0,612,München Hbf,Hamburg-Altona
03020750,0,492,München Hbf,Essen Hbf
03020731,0,305,München Hbf,Verona Porta Nuova
03020727,0,566,München Hbf,Budapest-Keleti pu
03020716,0,612,München Hbf,Hamburg-Altona
03020650,0,477,München Hbf,Dortmund Hbf
03020614,0,612,München Hbf,Hamburg-Altona
03020548,0,492,München Hbf,Essen Hbf
03021643,0,268,Klagenfurt Hbf,München Hbf
03020827,0,268,München Hbf,Klagenfurt Hbf
03021742,0,507,Berlin Gesundbrunnen,München Hbf
03021816,10,241,Zürich HB,München Hbf
03021833,0,241,München Hbf,Zürich HB
03021633,0,241,München Hbf,Zürich HB
03021316,0,241,Zürich HB,München Hbf
03021233,0,241,München Hbf,Zürich HB
03020916,0,241,Zürich HB,München Hbf
03020716,0,241,Zürich HB,München Hbf
03020717,0,241,München Hbf,Zürich HB
03022150,0,614,München Ost,Hamburg-Altona
03022150,0,505,München Ost,Berlin-Lichtenberg
03021647,0,612,Hamburg-Altona,München Hbf
03021714,0,583,Bremen Hbf,München Hbf
03021447,0,612,Hamburg-Altona,München Hbf
03021514,0,583,Bremen Hbf,München Hbf
03021247,0,612,Hamburg-Altona,München Hbf
03021314,0,583,Bremen Hbf,München Hbf
03021742,0,507,München Hbf,Berlin Gesundbrunnen
03021715,0,120,München Hbf,Ulm Hbf
03021706,0,612,München Hbf,Hamburg-Altona
03021641,0,149,München Hbf,Nürnberg Hbf
03021114,0,583,Bremen Hbf,München Hbf
03021047,0,612,Hamburg-Altona,München Hbf
03021539,0,507,München Hbf,Berlin Gesundbrunnen
03021449,5,507,München Hbf,Berlin Gesundbrunnen
03020831,0,507,Berlin Gesundbrunnen,München Hbf
03021348,5,499,München Hbf,Berlin Südkreuz
03021356,0,115,Augsburg Hbf,Oberstdorf
03021319,0,612,München Hbf,Hamburg-Altona
03021239,5,612,München Hbf,Hamburg-Altona
03021239,0,583,München Hbf,Bremen Hbf
03020540,0,507,Berlin Gesundbrunnen,München Hbf
03021047,0,583,München Hbf,Bremen Hbf
03020512,0,361,Leipzig Hbf,München Hbf
03020905,0,612,München Hbf,Hamburg-Altona
03020905,0,583,München Hbf,Bremen Hbf
03020710,0,507,München Hbf,Berlin Gesundbrunnen
03020654,0,612,München Hbf,Hamburg-Altona
03020654,0,583,München Hbf,Bremen Hbf
03020557,0,86,Donauwörth,München Hbf
03020532,0,56,Augsburg Hbf,München Hbf
03020458,0,504,München Hbf,Berlin Hbf (tief)
03020437,0,507,München Hbf,Berlin Gesundbrunnen
03021126,0,754,Flensburg,München Hbf
03020714,0,693,Hamburg-Altona,Berchtesgaden Hbf
03020656,0,189,Stuttgart Hbf,München Hbf
03021310,0,816,Budapest-Keleti pu,Frankfurt(Main)Hbf
03021819,0,527,Berlin Ostbahnhof,Karlsruhe Hbf
03021928,0,323,München Hbf,Wiesbaden Hbf
03021754,10,511,Berlin Ostbahnhof,Stuttgart Hbf
03021906,0,485,Paris Est,Frankfurt(Main)Hbf
03021553,0,520,Dresden Hbf,Saarbrücken Hbf
03021837,0,477,Dortmund Hbf,München Hbf
03021828,0,383,München Hbf,Kassel Hbf
03021137,0,670,Graz Hbf,Saarbrücken Hbf
03021139,0,473,Köln Hbf,Berlin Südkreuz
03021153,0,478,Düsseldorf Hbf,Berlin Ostbahnhof
03021148,0,479,Köln Hbf,Berlin Ostbahnhof
03021012,0,471,Köln/Bonn Flughafen,Berlin Ostbahnhof
03021114,0,336,Hamburg-Altona,Düsseldorf Hbf
03020928,0,479,Köln Hbf,Berlin Ostbahnhof
03020825,0,480,Bonn Hbf,Berlin Ostbahnhof
03020712,5,471,Köln/Bonn Flughafen,Berlin Ostbahnhof
03020643,5,471,Koblenz Hbf,Berlin Ostbahnhof
03020547,0,471,Koblenz Hbf,Berlin Ostbahnhof
03020529,0,479,Köln Hbf,Berlin Ostbahnhof
03020745,0,100,Hannover Hbf,Bremen Hbf
03020429,0,479,Köln Hbf,Berlin Ostbahnhof
03020538,0,400,Münster(Westf)Hbf,Berlin Ostbahnhof
03021903,5,749,Hamburg-Altona,Paris Est
03021903,0,817,Hamburg-Altona,Brig
03021607,0,267,Emden Außenhafen,Köln Hbf
03020820,0,453,Luxembourg,Norddeich Mole
03020620,0,423,Luxembourg,Emden Außenhafen
03021136,0,453,Norddeich Mole,Luxembourg
03020953,0,453,Norddeich Mole,Luxembourg
03022222,0,393,Hamburg-Altona,Frankfurt(Main)Hbf
03022032,0,354,Hamburg-Altona,Köln Hbf
03021815,5,432,Kiel Hbf,Köln Hbf
03021637,0,440,Lübeck Hbf,Frankfurt(Main)Hbf
03020609,0,432,Köln Hbf,Kiel Hbf
03020510,5,354,Köln Hbf,Hamburg-Altona
03020525,10,282,Dortmund Hbf,Hamburg-Altona
03020709,0,91,Bremen Hbf,Hamburg-Altona
03020514,0,317,Bremen Hbf,Berlin Ostbahnhof
03021935,0,256,Oldenburg(Oldb),Magdeburg Hbf
03021513,0,381,Köln Hbf,Leipzig Hbf
03021640,0,381,Leipzig Hbf,Köln Hbf
03021535,0,347,Oldenburg(Oldb),Leipzig Hbf
03021423,5,443,Dresden Hbf,Oldenburg(Oldb)
03021313,0,381,Köln Hbf,Leipzig Hbf
03021440,0,381,Leipzig Hbf,Köln Hbf
03021510,0,215,Hannover Hbf,Leipzig Hbf
03021113,0,381,Köln Hbf,Leipzig Hbf
03021240,0,381,Leipzig Hbf,Köln Hbf
03021231,0,347,Oldenburg(Oldb),Leipzig Hbf
03021135,0,347,Oldenburg(Oldb),Leipzig Hbf
03021140,0,347,Leipzig Hbf,Oldenburg(Oldb)
03020913,0,381,Köln Hbf,Leipzig Hbf
03021040,0,381,Leipzig Hbf,Köln Hbf
03020823,0,443,Dresden Hbf,Oldenburg(Oldb)
03020713,0,381,Köln Hbf,Leipzig Hbf
03020840,0,215,Leipzig Hbf,Hannover Hbf
03020735,10,347,Oldenburg(Oldb),Leipzig Hbf
03020639,0,381,Leipzig Hbf,Köln Hbf
03021650,0,584,Schiphol (Airport),Berlin Hbf
03021450,60,588,Schiphol (Airport),Berlin Ostbahnhof
03021250,0,588,Schiphol (Airport),Berlin Ostbahnhof
03021050,0,588,Schiphol (Airport),Berlin Ostbahnhof
03020850,0,588,Schiphol (Airport),Berlin Ostbahnhof
03020650,5,588,Schiphol (Airport),Berlin Ostbahnhof
03020640,10,338,Hannover Hbf,Schiphol (Airport)
03021340,0,435,Leipzig Hbf,Norddeich Mole
03021537,0,435,Norddeich Mole,Leipzig Hbf
03021940,0,259,Hamburg-Altona,Berlin Südkreuz
03021201,5,365,Flensburg,Berlin Südkreuz
03021439,5,557,Köln Hbf,Stralsund Hbf
03021252,0,155,Hamburg-Altona,Rostock Hbf
03020606,0,608,Koblenz Hbf,Ostseebad Binz
03020458,0,155,Rostock Hbf,Hamburg-Altona
03021728,0,139,Köln Hbf,Mainz Hbf
03020607,0,139,Mainz Hbf,Köln Hbf
03021909,0,393,Hamburg-Altona,Frankfurt(Main)Hbf
03020643,0,304,Kassel-Wilhelmshöhe,Berlin Ostbahnhof
03021753,0,373,Dresden Hbf,Frankfurt(Main)Hbf
03020914,0,393,Hamburg-Altona,Frankfurt(Main)Hbf
03020341,0,341,Fulda,Praha hl.n.
03021527,5,555,Stralsund Hbf,Frankfurt(Main)Hbf
03021737,0,303,Leipzig Hbf,Frankfurt(M) Flughafen
03021023,0,380,Dresden Hbf,Frankfurt(M) Flughafen
03020423,0,380,Dresden Hbf,Frankfurt(M) Flughafen
03021614,0,393,Hamburg-Altona,Frankfurt(Main)Hbf
03021834,0,364,Amsterdam Centraal,Frankfurt(Main)Hbf
03021825,5,317,Bruxelles-Midi,Frankfurt(Main)Hbf
03021634,0,364,Amsterdam Centraal,Frankfurt(Main)Hbf
03021819,0,152,Köln Hbf,Frankfurt(Main)Hbf
03021626,10,198,Oberhausen Hbf,Frankfurt(Main)Hbf
03021811,0,303,Frankfurt(M) Flughafen,Leipzig Hbf
03021425,0,317,Bruxelles-Midi,Frankfurt(Main)Hbf
03021234,0,364,Amsterdam Centraal,Frankfurt(Main)Hbf
03021611,0,303,Frankfurt(M) Flughafen,Leipzig Hbf
03020922,0,393,Hamburg-Altona,Frankfurt(Main)Hbf
03021419,0,152,Köln Hbf,Frankfurt(Main)Hbf
03021034,0,364,Amsterdam Centraal,Frankfurt(Main)Hbf
03021411,0,303,Frankfurt(M) Flughafen,Leipzig Hbf
03021025,5,317,Bruxelles-Midi,Frankfurt(Main)Hbf
03021211,0,380,Frankfurt(M) Flughafen,Dresden Hbf
03021523,0,504,Berlin Ostbahnhof,München Hbf
03021728,0,508,München Hbf,Münster(Westf)Hbf
03021710,0,485,Paris Est,Frankfurt(Main)Hbf
03021509,0,533,Hamburg-Altona,Stuttgart Hbf
03021901,0,485,Frankfurt(Main)Hbf,Paris Est
03021637,0,477,Dortmund Hbf,München Hbf
03021628,0,504,München Hbf,Berlin Hbf (tief)
03021740,0,154,Saarbrücken Hbf,Frankfurt(Main)Hbf
03021756,0,168,Stuttgart Hbf,Saarbrücken Hbf
03021528,0,612,München Hbf,Hamburg-Altona
03021323,0,504,Berlin Ostbahnhof,München Hbf
03021727,0,533,Stuttgart Hbf,Hamburg-Altona
03021309,0,533,Hamburg-Altona,Stuttgart Hbf
03021656,0,485,Frankfurt(Main)Hbf,Paris Est
03021437,0,477,Dortmund Hbf,München Hbf
03021428,0,499,München Hbf,Berlin Südkreuz
03020843,0,739,Klagenfurt Hbf,Dortmund Hbf
03021554,0,154,Frankfurt(Main)Hbf,Saarbrücken Hbf
03021328,0,477,München Hbf,Dortmund Hbf
03021123,0,504,Berlin Ostbahnhof,München Hbf
03021310,10,485,Paris Est,Frankfurt(Main)Hbf
03021527,0,619,Stuttgart Hbf,Kiel Hbf
03021109,0,533,Hamburg-Altona,Stuttgart Hbf
03021446,5,154,Frankfurt(Main)Hbf,Saarbrücken Hbf
03021237,0,477,Dortmund Hbf,München Hbf
03021228,0,504,München Hbf,Berlin Ostbahnhof
03021345,0,168,Saarbrücken Hbf,Stuttgart Hbf
03021128,0,477,München Hbf,Dortmund Hbf
03020923,0,504,Berlin Ostbahnhof,München Hbf
03021327,15,533,Stuttgart Hbf,Hamburg-Altona
03020909,0,533,Hamburg-Altona,Stuttgart Hbf
03021301,10,485,Frankfurt(Main)Hbf,Paris Est
03021037,0,477,Dortmund Hbf,München Hbf
03021028,0,504,München Hbf,Berlin Ostbahnhof
03021209,0,528,Stuttgart Hbf,Emden Hbf
03020928,0,477,München Hbf,Dortmund Hbf
03020723,0,504,Berlin Ostbahnhof,München Hbf
03020910,0,485,Paris Est,Frankfurt(Main)Hbf
03020612,0,619,Kiel Hbf,Stuttgart Hbf
03020523,0,612,Hamburg-Altona,München Hbf
03020828,0,504,München Hbf,Berlin Ostbahnhof
03020631,10,766,Münster(Westf)Hbf,Klagenfurt Hbf
03020728,0,477,München Hbf,Dortmund Hbf
03020600,0,499,Berlin Südkreuz,München Hbf
03020706,0,485,Paris Est,Frankfurt(Main)Hbf
03020927,0,533,Stuttgart Hbf,Hamburg-Altona
03020901,0,485,Frankfurt(Main)Hbf,Paris Est
03020606,0,476,Hamm(Westf),München Hbf
03020632,0,504,München Hbf,Berlin Ostbahnhof
03020331,0,612,Hamburg-Altona,München Hbf
03020818,0,93,Mannheim Hbf,Stuttgart Hbf
03020643,0,520,Saarbrücken Hbf,Dresden Hbf
03020555,0,455,Köln Hbf,München Hbf
03020651,0,511,Stuttgart Hbf,Berlin Ostbahnhof
03020533,0,670,Saarbrücken Hbf,Graz Hbf
03020325,0,477,München Hbf,Dortmund Hbf
03020523,0,323,Wiesbaden Hbf,München Hbf
03020439,0,154,Saarbrücken Hbf,Frankfurt(Main)Hbf
03022106,0,62,Karlsruhe Hbf,Stuttgart Hbf
03021854,0,508,Stuttgart Hbf,Paris Est
03021525,0,690,Paris Est,München Hbf
03021125,0,508,Paris Est,Stuttgart Hbf
03021254,0,508,Stuttgart Hbf,Paris Est
03020626,0,690,München Hbf,Paris Est
03020651,0,604,Karlsruhe Hbf,Kiel Hbf
03021910,0,163,Zürich HB,Stuttgart Hbf
03021956,0,163,Stuttgart Hbf,Zürich HB
03021757,0,163,Stuttgart Hbf,Zürich HB
03021510,0,163,Zürich HB,Stuttgart Hbf
03021556,5,163,Stuttgart Hbf,Zürich HB
03021310,0,163,Zürich HB,Stuttgart Hbf
03021356,0,163,Stuttgart Hbf,Zürich HB
03021110,5,163,Zürich HB,Stuttgart Hbf
03021156,0,163,Stuttgart Hbf,Zürich HB
03020910,0,163,Zürich HB,Stuttgart Hbf
03020956,5,163,Stuttgart Hbf,Zürich HB
03020710,0,163,Zürich HB,Stuttgart Hbf
03022037,0,328,Dortmund Hbf,Stuttgart Hbf
03021709,0,533,Hamburg-Altona,Stuttgart Hbf
03021029,0,695,Ostseebad Binz,Stuttgart Hbf
03021710,0,304,Zürich HB,Frankfurt(Main)Hbf
03021937,0,288,Stuttgart Hbf,Köln Hbf
03021159,0,505,Berlin Südkreuz,Stuttgart Hbf
03020926,15,684,Westerland(Sylt),Stuttgart Hbf
03021820,0,304,Frankfurt(Main)Hbf,München Hbf
03021028,10,570,Klagenfurt Hbf,Frankfurt(Main)Hbf
03021741,0,328,Stuttgart Hbf,Dortmund Hbf
03021636,0,158,Stuttgart Hbf,Wiesbaden Hbf
03021620,0,456,Frankfurt(Main)Hbf,Linz Hbf
03021605,0,152,Stuttgart Hbf,Frankfurt(Main)Hbf
03021152,0,328,Dortmund Hbf,Stuttgart Hbf
03020757,0,533,Hamburg-Altona,Stuttgart Hbf
03021434,5,288,Stuttgart Hbf,Köln Hbf
03021420,5,570,Frankfurt(Main)Hbf,Klagenfurt Hbf
03020544,5,600,Graz Hbf,Frankfurt(Main)Hbf
03021248,0,168,Saarbrücken Hbf,Stuttgart Hbf
03021220,0,600,Frankfurt(Main)Hbf,Graz Hbf
03020621,0,456,Linz Hbf,Frankfurt(Main)Hbf
03021137,50,533,Stuttgart Hbf,Hamburg-Altona
03020937,0,533,Stuttgart Hbf,Hamburg-Altona
03020537,0,328,Dortmund Hbf,Stuttgart Hbf
03020822,0,570,Frankfurt(Main)Hbf,Klagenfurt Hbf
03020611,0,288,Köln Hbf,Stuttgart Hbf
03020619,0,168,Saarbrücken Hbf,Stuttgart Hbf
03020611,0,535,Tübingen Hbf,Berlin Südkreuz
03020508,0,533,Stuttgart Hbf,Hamburg-Altona
03021053,0,189,Stuttgart Hbf,München Hbf
03020639,0,519,Salzburg Hbf,Berlin Südkreuz
03020435,0,189,Stuttgart Hbf,München Hbf
03022247,5,189,München Hbf,Stuttgart Hbf
03022247,5,690,München Hbf,Paris Est
03022247,35,667,München Hbf,Amsterdam Centraal
03022042,35,614,Zürich HB,Amsterdam Centraal
03022042,10,694,Zürich HB,Hamburg-Altona
03022112,0,224,Basel SBB,Mannheim Hbf
03021942,0,672,Zürich HB,Berlin-Lichtenberg
03021942,0,527,Zürich HB,Praha hl.n.
03021419,5,692,Berlin Ostbahnhof,Basel SBB
03021900,0,304,Zürich HB,Frankfurt(Main)Hbf
03021655,0,380,Köln Hbf,Basel SBB
03021826,0,968,Basel SBB,Koebenhavn H
03021222,40,761,Berlin Ostbahnhof,Interlaken Ost
03021700,0,694,Zürich HB,Hamburg-Altona
03021337,0,442,Dortmund Hbf,Basel SBB
03021019,0,761,Berlin Ostbahnhof,Interlaken Ost
03021512,0,380,Basel SBB,Köln Hbf
03020819,5,692,Berlin Ostbahnhof,Basel SBB
03020804,15,570,Amsterdam Centraal,Basel SBB
03021055,0,380,Köln Hbf,Basel SBB
03021312,0,442,Basel SBB,Dortmund Hbf
03020619,0,761,Berlin Ostbahnhof,Interlaken Ost
03021000,5,761,Interlaken Ost,Berlin Ostbahnhof
03020540,0,559,Hannover Hbf,Basel SBB
03021112,0,380,Basel SBB,Köln Hbf
03020421,0,761,Berlin Ostbahnhof,Interlaken Ost
03020912,0,436,Basel SBB,Essen Hbf
03020650,0,304,Frankfurt(Main)Hbf,Zürich HB
03020600,0,761,Interlaken Ost,Berlin Ostbahnhof
03020402,0,295,Frankfurt(Main)Süd,Basel SBB
03022257,0,436,Duisburg Hbf,Basel SBB
03021924,0,289,Dortmund Hbf,Karlsruhe Hbf
03021229,0,700,Ostseebad Binz,Karlsruhe Hbf
03021845,0,251,München Hbf,Karlsruhe Hbf
03021350,0,521,Berlin Südkreuz,Karlsruhe Hbf
03022006,0,62,Karlsruhe Hbf,Stuttgart Hbf
03021910,0,268,Karlsruhe Hbf,Kassel-Wilhelmshöhe
03020927,0,673,Stralsund Hbf,Karlsruhe Hbf
03021734,10,62,Stuttgart Hbf,Karlsruhe Hbf
03021710,0,388,Karlsruhe Hbf,Hannover Hbf
03021014,15,518,Hamburg-Altona,Karlsruhe Hbf
03021606,0,367,Karlsruhe Hbf,Salzburg Hbf
03021510,0,518,Karlsruhe Hbf,Hamburg-Altona
03020502,0,268,Kassel-Wilhelmshöhe,Karlsruhe Hbf
03020602,0,134,Ulm Hbf,Karlsruhe Hbf
03020659,0,62,Karlsruhe Hbf,Stuttgart Hbf
03020615,0,125,Karlsruhe Hbf,Frankfurt(Main)Hbf
03020457,0,251,Karlsruhe Hbf,München Hbf
03020305,0,334,Stuttgart Hbf,Essen Hbf
03022212,50,436,Basel SBB,Duisburg Hbf
03021712,0,773,Kiel Hbf,Basel SBB
03021619,5,692,Berlin Ostbahnhof,Basel SBB
03021855,0,380,Köln Hbf,Basel SBB
03021912,10,442,Basel SBB,Dortmund Hbf
03021648,0,287,München Hbf,Strasbourg
03021409,0,694,Hamburg-Altona,Zürich HB
03021712,0,559,Basel SBB,Hannover Hbf
03021500,0,777,Interlaken Ost,Hamburg-Altona
03021641,0,97,Stuttgart Hbf,Offenburg
03021209,0,694,Hamburg-Altona,Zürich HB
03021240,0,745,Wien Westbahnhof,Hamburg-Altona
03021253,10,492,Essen Hbf,München Hbf
03021416,0,597,Frankfurt(Main)Hbf,Wien Westbahnhof
03021147,0,612,Hamburg-Altona,München Hbf
03021040,0,735,Wien Westbahnhof,Dortmund Hbf
03021053,0,492,Essen Hbf,München Hbf
03020837,0,735,Dortmund Hbf,Wien Westbahnhof
03020947,0,612,Hamburg-Altona,München Hbf
03020637,0,287,Darmstadt Hbf,München Hbf
03021112,5,605,Passau Hbf,Hamburg-Altona
03020840,5,597,Wien Westbahnhof,Frankfurt(Main)Hbf
03020840,0,492,Essen Hbf,München Hbf
03020747,0,745,Hamburg-Altona,Wien Westbahnhof
03020636,0,477,Dortmund Hbf,München Hbf
03020724,0,477,Dortmund Hbf,München Hbf
03020640,0,597,Wien Westbahnhof,Frankfurt(Main)Hbf
03020624,0,477,Dortmund Hbf,München Hbf
03020437,0,735,Dortmund Hbf,Wien Westbahnhof
03020541,0,612,Hamburg-Altona,München Hbf
03020524,0,477,Dortmund Hbf,München Hbf
03020430,0,507,Berlin Gesundbrunnen,München Hbf
03020406,0,477,Dortmund Hbf,München Hbf
03020422,0,455,Köln Hbf,München Hbf
03020320,0,455,Köln Hbf,München Hbf
03020608,0,167,Erlangen,München Hbf
03021504,0,688,Basel SBB,Hamburg-Altona
03021116,0,745,Chur,Hamburg-Altona
03021200,5,694,Zürich HB,Hamburg-Altona
03020634,0,650,Emden Hbf,Konstanz
03020712,0,779,Kiel Hbf,Zürich HB
03021006,0,788,Konstanz,Stralsund Hbf
03021000,30,779,Zürich HB,Kiel Hbf
03020604,0,688,Hamburg-Altona,Basel SBB
03020800,5,779,Zürich HB,Kiel Hbf
03020537,0,442,Dortmund Hbf,Basel SBB
03020712,0,380,Basel SBB,Köln Hbf
03020600,0,694,Zürich HB,Hamburg-Altona
03020608,5,692,Basel SBB,Berlin Ostbahnhof
03020653,0,287,Strasbourg,München Hbf
03020538,0,384,Frankfurt(Main)Hbf,Interlaken Ost
03020545,0,222,Basel Bad Bf,Mannheim Hbf
03020515,0,378,Basel Bad Bf,Köln Hbf
03020556,5,180,Karlsruhe Hbf,Zürich HB
03020727,0,588,Münster(Westf)Hbf,Innsbruck Hbf
03021939,0,201,Nürnberg Hbf,Karlsruhe Hbf
03021906,0,201,Karlsruhe Hbf,Nürnberg Hbf
03021739,0,201,Nürnberg Hbf,Karlsruhe Hbf
03021706,0,201,Karlsruhe Hbf,Nürnberg Hbf
03021539,0,201,Nürnberg Hbf,Karlsruhe Hbf
03021506,0,201,Karlsruhe Hbf,Nürnberg Hbf
03021339,0,201,Nürnberg Hbf,Karlsruhe Hbf
03021306,0,201,Karlsruhe Hbf,Nürnberg Hbf
03021139,0,201,Nürnberg Hbf,Karlsruhe Hbf
03021106,0,201,Karlsruhe Hbf,Nürnberg Hbf
03020939,0,201,Nürnberg Hbf,Karlsruhe Hbf
03020906,5,201,Karlsruhe Hbf,Nürnberg Hbf
03020605,0,157,Stuttgart Hbf,Nürnberg Hbf
03030928,0,289,Hamburg Hbf,Koebenhavn H
03030745,0,358,Koebenhavn H,Berlin Ostbahnhof
03032053,0,100,Leipzig Hbf,Dresden Hbf
03031951,0,151,Leipzig Hbf,Berlin Gesundbrunnen
03031703,0,189,Magdeburg Hbf,Dresden Hbf
03031853,0,100,Dresden Hbf,Leipzig Hbf
03030623,0,189,Dresden Hbf,Magdeburg Hbf
03031829,0,259,Praha hl.n.,Erfurt Hbf
03031829,0,527,Praha hl.n.,Zürich HB
03031913,0,73,Köln Hbf,Dortmund Hbf
03032031,15,667,Amsterdam Centraal,München Hbf
03031745,0,122,Köln Hbf,Münster(Westf)Hbf
03032137,0,477,Dortmund Hbf,München Hbf
03031901,0,621,Amsterdam Centraal,Koebenhavn H
03031901,0,710,Amsterdam Centraal,Praha hl.n.
03031758,0,438,Paris Nord,Essen Hbf
03031842,5,401,Köln Hbf,Paris Nord
03031601,15,401,Paris Nord,Köln Hbf
03031642,0,401,Köln Hbf,Paris Nord
03031201,5,401,Paris Nord,Köln Hbf
03031243,0,401,Köln Hbf,Paris Nord
03030801,0,401,Paris Nord,Köln Hbf
03030844,0,401,Köln Hbf,Paris Nord
03030601,5,401,Paris Nord,Köln Hbf
03030512,0,438,Essen Hbf,Paris Nord
03031756,0,391,Hamburg-Altona,Koblenz Hbf
03030510,0,354,Köln Hbf,Hamburg-Altona
03032112,0,614,Hamburg-Altona,München Ost
03031926,0,475,Köln Hbf,Berlin Hbf (tief)
03031812,0,471,Köln/Bonn Flughafen,Berlin Ostbahnhof
03031848,0,479,Köln Hbf,Berlin Ostbahnhof
03031748,0,479,Köln Hbf,Berlin Ostbahnhof
03031612,0,471,Köln/Bonn Flughafen,Berlin Ostbahnhof
03031648,0,479,Köln Hbf,Berlin Ostbahnhof
03031553,0,478,Düsseldorf Hbf,Berlin Ostbahnhof
03031453,0,478,Düsseldorf Hbf,Berlin Ostbahnhof
03031425,0,480,Bonn Hbf,Berlin Ostbahnhof
03031328,0,479,Köln Hbf,Berlin Ostbahnhof
03031212,0,471,Köln/Bonn Flughafen,Berlin Ostbahnhof
03031222,0,480,Bonn Hbf,Berlin Ostbahnhof
03031153,0,478,Düsseldorf Hbf,Berlin Ostbahnhof
03031148,0,479,Köln Hbf,Berlin Ostbahnhof
03031053,0,478,Düsseldorf Hbf,Berlin Ostbahnhof
03031048,0,479,Köln Hbf,Berlin Ostbahnhof
03030928,5,479,Köln Hbf,Berlin Ostbahnhof
03030948,5,479,Köln Hbf,Berlin Ostbahnhof
03030828,0,479,Köln Hbf,Berlin Ostbahnhof
03030825,0,480,Bonn Hbf,Berlin Ostbahnhof
03030712,0,471,Köln/Bonn Flughafen,Berlin Ostbahnhof
